beta,rho_mmca,rho_qmf,beta_c
0.0,1.4436894101951217e-10,0.0,0.07672978506658774
0.01,4.4788582538728416e-11,9.38883654236614e-13,0.07672978506658774
0.02,4.6376989758003756e-11,2.170327079239539e-12,0.07672978506658774
0.03,5.735082265820711e-11,5.892684612256669e-12,0.07672978506658774
0.04,6.825935458327617e-11,1.2994893113365183e-11,0.07672978506658774
0.05,1.0158392911984387e-10,3.295640877275612e-11,0.07672978506658774
0.06,1.8536782531164674e-10,5.267895664010842e-11,0.07672978506658774
0.07,4.887962135743136e-10,1.8539464452828478e-10,0.07672978506658774
0.08,0.018033841013822976,0.0209513822184156,0.07672978506658774
0.09,0.0734208196629296,0.0853286748801331,0.07672978506658774
0.1,0.12453421367292289,0.14478838245711212,0.07672978506658774
0.11,0.1702018185739936,0.19797105466002138,0.07672978506658774
0.12,0.21073051605959853,0.24523252868103307,0.07672978506658774
0.13,0.24672871771623794,0.28727725057084,0.07672978506658774
0.14,0.27881439390290413,0.3248200912119296,0.07672978506658774
0.15,0.30753834311671624,0.35849771563296257,0.07672978506658774
0.16,0.33337070220764536,0.38885315376226787,0.07672978506658774
0.17,0.3567066228127516,0.4163425032269957,0.07672978506658774
0.18,0.3778768731807226,0.4413472867120317,0.07672978506658774
0.19,0.39715862440475364,0.46418698972331984,0.07672978506658774
0.2,0.4147849603544968,0.4851300993377295,0.07672978506658774
0.21,0.4309528180562209,0.5044033124886516,0.07672978506658774
0.22,0.44582946556333514,0.5221990428630293,0.07672978506658774
0.23,0.45955773758406054,0.5386814846413956,0.07672978506658774
0.24,0.47226025678523004,0.5539914989411666,0.07672978506658774
0.25,0.48404284135164743,0.5682505564317175,0.07672978506658774
0.26,0.49499726434710284,0.5815639285741634,0.07672978506658774
0.27,0.5052034975808646,0.5940232816379797,0.07672978506658774
0.28,0.5147315449671382,0.6057087953705997,0.07672978506658774
0.29,0.523642948005833,0.6166909021799473,0.07672978506658774
0.3,0.5319920283665728,0.627031722174622,0.07672978506658774
